transaction_id,user_id,bank_timestamp,local_timestamp,location,ip_address,device_id,network_type,type,amount,account_id,balance_before,granted,balance_after,merchant_name,recipient_id,recipient_bank,behavior_type,fraud_label
TXN-01051ea336,USER-6133e2b4,2025-03-14T11:29:53+00:00,2025-03-14T12:29:53+01:00,"Paris, France",51.75.207.224,Samsung Galaxy S22,Wi-Fi,Withdrawal,484.47,ACC-f4276fd3,3752.0,True,3267.53,,,,Card Skimming,1
TXN-903a8e829e,USER-6133e2b4,2025-03-14T12:30:00+00:00,2025-03-14T13:30:00+01:00,"Berlin, Germany",81.169.145.160,iPhone-13,Wi-Fi,Purchase,450.0,ACC-f4276fd3,3267.53,True,2817.53,Amazon,,,Card Skimming,1
TXN-479ba2ac9e,USER-6133e2b4,2025-03-14T13:30:00+00:00,2025-03-14T14:30:00+01:00,"London, UK",81.169.145.160,iPhone-13,Wi-Fi,Purchase,450.0,ACC-f4276fd3,2817.53,True,2367.53,Amazon,,,Card Skimming,1
TXN-32193e0b85,USER-6133e2b4,2025-03-14T14:30:00+00:00,2025-03-14T15:30:00+01:00,"Madrid, Spain",81.169.145.160,iPhone-13,Wi-Fi,Purchase,475.0,ACC-f4276fd3,2367.53,True,1892.53,Amazon,,,Card Skimming,1
TXN-3f6bc66ea0,USER-6133e2b4,2025-03-14T15:30:00+00:00,2025-03-14T16:30:00+01:00,"Rome, Italy",81.169.145.160,iPhone-13,Wi-Fi,Purchase,490.0,ACC-f4276fd3,1892.53,True,1402.5299999999995,Amazon,,,Card Skimming,1
TXN-68a936de69,USER-7dadddf0,2025-03-14T11:22:53+00:00,2025-03-14T12:22:53+01:00,"Rome, Italy",151.13.176.200,iPhone-12,Wi-Fi,Withdrawal,937.72,ACC-38996847,8222.18,True,7284.46,,,,Retiree,0
TXN-8adcda6fd9,USER-7dadddf0,2025-03-16T05:22:53+00:00,2025-03-16T06:22:53+01:00,"Rome, Italy",151.13.97.196,Samsung Galaxy,Cellular,Purchase,824.47,ACC-7499b94f,2429.57,True,1605.1,Costco,,,Retiree,0
TXN-e9575a3ce9,USER-7dadddf0,2025-03-17T23:22:53+00:00,2025-03-18T00:22:53+01:00,"Rome, Italy",151.13.239.209,Samsung Galaxy,Cellular,Transfer Out,477.23,ACC-38996847,7284.46,True,6807.23,,ACC-774683nf,Bank of America,Retiree,0
TXN-3fd03b97c1,USER-7dadddf0,2025-03-19T17:22:53+00:00,2025-03-19T18:22:53+01:00,"Rome, Italy",151.13.234.113,Samsung Galaxy,Cellular,Transfer Out,715.16,ACC-38996847,6807.23,True,6092.07,,ACC-774683nf,Wells Fargo,Retiree,0
TXN-5a3f694fc3,USER-7dadddf0,2025-03-21T11:22:53+00:00,2025-03-21T12:22:53+01:00,"Los Angeles, USA",172.58.141.180,iPhone-12,Wi-Fi,Withdrawal,116.36,ACC-78d6eb21,5076.89,True,4960.530000000001,,,,Retiree,0
TXN-4fde6757f6,USER-e4ab9be0,2025-03-21T11:25:53+00:00,2025-03-21T07:25:53-04:00,"New York, USA",73.56.244.143,iPhone-13,Ethernet,Transfer In,7327.39,ACC-e81d91e0,39627.82,True,46955.21,,,,Business Owner,0
TXN-31e0c8cea4,USER-e4ab9be0,2025-03-21T13:49:53+00:00,2025-03-21T09:49:53-04:00,"Rome, Italy",151.13.51.153,MacBook Pro,Cellular,Transfer In,3753.02,ACC-e81d91e0,46955.21,True,50708.23,,,,Business Owner,0
TXN-2c106dee6c,USER-e4ab9be0,2025-03-21T16:13:53+00:00,2025-03-21T12:13:53-04:00,"Shanghai, China",203.195.241.113,MacBook Pro,Wi-Fi,Transfer Out,3956.5,ACC-1834c1aa,97148.98,True,93192.48,,ACC-2345hjg,Wells Fargo,Business Owner,0
TXN-f56d3b564a,USER-e4ab9be0,2025-03-21T18:37:53+00:00,2025-03-21T14:37:53-04:00,"Rome, Italy",151.13.94.46,MacBook Pro,Cellular,Deposit,8484.42,ACC-6a57ebda,57300.69,True,65785.11,,,,Business Owner,0
